================================================================
   PREDATOR X — AUTHORIZATION CHAIN BACKFILL
================================================================
Dossiers needing backfill: 5592 | Dry-run: False
----------------------------------------------------------------
  Re-running PRV_NOV_003875fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Novel_Dossiers\Bronze\PRV_NOV_003875fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_05ba866c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05ba866c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05c047ec through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05c047ec.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05c3dfcd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05c3dfcd.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05cf074b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05cf074b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05d2b183 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05d2b183.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05d53c27 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05d53c27.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05d9baaf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05d9baaf.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05de31f6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05de31f6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05de94af through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05de94af.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_05f14a92 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05f14a92.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05f87784 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05f87784.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_05fea90e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_05fea90e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_060e05f3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_060e05f3.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0615c6c8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0615c6c8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06163343 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06163343.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0619e675 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0619e675.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_061cc8ec through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_061cc8ec.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0626e0ca through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0626e0ca.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_062a26e4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_062a26e4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_062d1d32 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_062d1d32.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0632defc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0632defc.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0636d0ce through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0636d0ce.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_063910b8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_063910b8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06429947 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06429947.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_064471bd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_064471bd.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0645297a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0645297a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_064a66a6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_064a66a6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_064bcba4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_064bcba4.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_064e19d6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_064e19d6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_064fb318 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_064fb318.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0664b37f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0664b37f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_066f742c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_066f742c.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_067ebeda through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_067ebeda.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_068e13f3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_068e13f3.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_069d7aae through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_069d7aae.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06a0585e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06a0585e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06b185bb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06b185bb.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06b21bc9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06b21bc9.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06b45aa5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06b45aa5.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06b88e93 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06b88e93.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06bba2fe through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06bba2fe.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06bfacf2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06bfacf2.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06c1d1e2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06c1d1e2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06c344f1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06c344f1.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06d503ea through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06d503ea.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06da4b51 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06da4b51.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06de7b82 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06de7b82.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06ea2082 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06ea2082.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06eef3dd through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06eef3dd.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06f02fd8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06f02fd8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06f41350 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06f41350.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06f76ad8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06f76ad8.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06f7736b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06f7736b.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_06fc5aaa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06fc5aaa.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_06ff56c3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_06ff56c3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07097529 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07097529.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0709f1ee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0709f1ee.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0710bedc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0710bedc.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07114b10 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07114b10.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07254a77 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07254a77.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_072b6675 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_072b6675.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07355c8e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07355c8e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0737ab22 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0737ab22.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07444676 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07444676.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0745338e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0745338e.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07472a7e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07472a7e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0749fb64 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0749fb64.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_074bfea7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_074bfea7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_074ee055 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_074ee055.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_074fe858 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_074fe858.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07511151 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07511151.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0751e4c8 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0751e4c8.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0757317f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0757317f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07586128 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07586128.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0759351f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0759351f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_077446a6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_077446a6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_077722c3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_077722c3.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0778928c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0778928c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_077d268e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_077d268e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07822d90 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07822d90.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07875a74 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07875a74.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0788a6d6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0788a6d6.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07911b5f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07911b5f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_079f565f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_079f565f.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07a7f111 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07a7f111.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07a96a0e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07a96a0e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07b0f0bf through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07b0f0bf.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07b4cfee through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07b4cfee.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07c2bb21 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07c2bb21.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07c74cc7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07c74cc7.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07ce79f7 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07ce79f7.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07d004d4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07d004d4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07d3b76a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07d3b76a.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07d6c8e5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07d6c8e5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07e5978e through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07e5978e.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07ea9bc9 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07ea9bc9.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07eb9fb1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07eb9fb1.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_07eea330 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07eea330.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_07f0b6b4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_07f0b6b4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_080a66c1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_080a66c1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08107524 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08107524.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0817f9f1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0817f9f1.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_081cd1e3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_081cd1e3.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_082a2ddc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_082a2ddc.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08312ca4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08312ca4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_084a41c4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_084a41c4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_084ffd5f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_084ffd5f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0861d271 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0861d271.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0864cc54 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0864cc54.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08673e6b through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08673e6b.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_086e3ce2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_086e3ce2.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_086f9d71 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_086f9d71.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08772e54 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08772e54.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0884af26 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0884af26.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08852727 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08852727.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0886aec3 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0886aec3.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08896a05 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08896a05.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_088c5061 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_088c5061.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_089fd01a through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_089fd01a.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08a5aa82 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08a5aa82.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08ac1b12 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08ac1b12.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08b9f1fb through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08b9f1fb.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08bb2f26 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08bb2f26.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08bfa101 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08bfa101.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08c93635 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08c93635.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08d621b4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08d621b4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08d7fcc4 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08d7fcc4.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08dec7aa through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08dec7aa.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08e42115 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08e42115.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08e59047 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08e59047.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08eb6f1f through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08eb6f1f.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08ec0fd1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08ec0fd1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08edfca6 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08edfca6.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08f07fe5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08f07fe5.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08f28111 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08f28111.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_08ff4dd2 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08ff4dd2.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_08ff9a3c through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_08ff9a3c.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_0902ec70 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0902ec70.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_090b55ea through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_090b55ea.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_09182b94 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_09182b94.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_091d67c0 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_091d67c0.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_092083fc through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_092083fc.json (auth=9/11, grade=REJECTED)
  Re-running PRV_REP_09226af1 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_09226af1.json (auth=8/11, grade=REJECTED)
  Re-running PRV_REP_0922fce5 through 12-engine pipeline... OK -> E:\foundation\PX_Warehouse\Prv_Dossiers\Bronze\PRV_REP_0922fce5.json (auth=8/11, grade=REJECTED)
